,LineNos,Lines,Speakers
0,/Shakespeare,Shakespeare homepage,
1,/2henryvi/,"Henry VI, part 2",
2,1.1.1,As by your high imperial majesty,SUFFOLK
3,1.1.2,"I had in charge at my depart for France,",SUFFOLK
4,1.1.3,"As procurator to your excellence,",SUFFOLK
5,1.1.4,"To marry Princess Margaret for your grace,",SUFFOLK
6,1.1.5,"So, in the famous ancient city, Tours,",SUFFOLK
7,1.1.6,"In presence of the Kings of France and Sicil,",SUFFOLK
8,1.1.7,"The Dukes of Orleans, Calaber, Bretagne and Alencon,",SUFFOLK
9,1.1.8,"Seven earls, twelve barons and twenty reverend bishops,",SUFFOLK
10,1.1.9,I have perform'd my task and was espoused:,SUFFOLK
11,1.1.10,"And humbly now upon my bended knee,",SUFFOLK
12,1.1.11,"In sight of England and her lordly peers,",SUFFOLK
13,1.1.12,Deliver up my title in the queen,SUFFOLK
14,1.1.13,"To your most gracious hands, that are the substance",SUFFOLK
15,1.1.14,Of that great shadow I did represent;,SUFFOLK
16,1.1.15,"The happiest gift that ever marquess gave,",SUFFOLK
17,1.1.16,The fairest queen that ever king received.,SUFFOLK
18,1.1.17,"Suffolk, arise. Welcome, Queen Margaret:",KING HENRY VI
19,1.1.18,I can express no kinder sign of love,KING HENRY VI
20,1.1.19,"Than this kind kiss. O Lord, that lends me life,",KING HENRY VI
21,1.1.20,Lend me a heart replete with thankfulness!,KING HENRY VI
22,1.1.21,For thou hast given me in this beauteous face,KING HENRY VI
23,1.1.22,"A world of earthly blessings to my soul,",KING HENRY VI
24,1.1.23,If sympathy of love unite our thoughts.,KING HENRY VI
25,1.1.24,"Great King of England and my gracious lord,",QUEEN MARGARET
26,1.1.25,"The mutual conference that my mind hath had,",QUEEN MARGARET
27,1.1.26,"By day, by night, waking and in my dreams,",QUEEN MARGARET
28,1.1.27,"In courtly company or at my beads,",QUEEN MARGARET
29,1.1.28,"With you, mine alder-liefest sovereign,",QUEEN MARGARET
30,1.1.29,Makes me the bolder to salute my king,QUEEN MARGARET
31,1.1.30,"With ruder terms, such as my wit affords",QUEEN MARGARET
32,1.1.31,And over-joy of heart doth minister.,QUEEN MARGARET
33,1.1.32,"Her sight did ravish; but her grace in speech,",KING HENRY VI
34,1.1.33,"Her words y-clad with wisdom's majesty,",KING HENRY VI
35,1.1.34,Makes me from wondering fall to weeping joys;,KING HENRY VI
36,1.1.35,Such is the fulness of my heart's content.,KING HENRY VI
37,1.1.36,"Lords, with one cheerful voice welcome my love.",KING HENRY VI
38,1.1.37,"[Kneeling]  Long live Queen Margaret, England's",ALL
39,1.1.38,happiness!,ALL
40,1.1.39,We thank you all.,QUEEN MARGARET
41,1.1.40,"My lord protector, so it please your grace,",SUFFOLK
42,1.1.41,Here are the articles of contracted peace,SUFFOLK
43,1.1.42,"Between our sovereign and the French king Charles,",SUFFOLK
44,1.1.43,For eighteen months concluded by consent.,SUFFOLK
45,1.1.44,"[Reads]  'Imprimis, it is agreed between the French",GLOUCESTER
46,1.1.45,"king Charles, and William de la Pole, Marquess of",GLOUCESTER
47,1.1.46,"Suffolk, ambassador for Henry King of England, that",GLOUCESTER
48,1.1.47,"the said Henry shall espouse the Lady Margaret,",GLOUCESTER
49,1.1.48,"daughter unto Reignier King of Naples, Sicilia and",GLOUCESTER
50,1.1.49,"Jerusalem, and crown her Queen of England ere the",GLOUCESTER
51,1.1.50,"thirtieth of May next ensuing. Item, that the duchy",GLOUCESTER
52,1.1.51,of Anjou and the county of Maine shall be released,GLOUCESTER
53,1.1.52,and delivered to the king her father'--,GLOUCESTER
54,1.1.53,"Uncle, how now!",KING HENRY VI
55,1.1.54,"       Pardon me, gracious lord;",GLOUCESTER
56,1.1.55,Some sudden qualm hath struck me at the heart,GLOUCESTER
57,1.1.56,"And dimm'd mine eyes, that I can read no further.",GLOUCESTER
58,1.1.57,"Uncle of Winchester, I pray, read on.",KING HENRY VI
59,1.1.58,"[Reads]  'Item, It is further agreed between them,",CARDINAL
60,1.1.59,that the duchies of Anjou and Maine shall be,CARDINAL
61,1.1.60,"released and delivered over to the king her father,",CARDINAL
62,1.1.61,and she sent over of the King of England's own,CARDINAL
63,1.1.62,"proper cost and charges, without having any dowry.'",CARDINAL
64,1.1.63,"They please us well. Lord marquess, kneel down:",KING HENRY VI
65,1.1.64,"We here create thee the first duke of Suffolk,",KING HENRY VI
66,1.1.65,"And gird thee with the sword. Cousin of York,",KING HENRY VI
67,1.1.66,We here discharge your grace from being regent,KING HENRY VI
68,1.1.67,"I' the parts of France, till term of eighteen months",KING HENRY VI
69,1.1.68,"Be full expired. Thanks, uncle Winchester,",KING HENRY VI
70,1.1.69,"Gloucester, York, Buckingham, Somerset,",KING HENRY VI
71,1.1.70,"Salisbury, and Warwick;",KING HENRY VI
72,1.1.71,"We thank you all for the great favour done,",KING HENRY VI
73,1.1.72,In entertainment to my princely queen.,KING HENRY VI
74,1.1.73,"Come, let us in, and with all speed provide",KING HENRY VI
75,1.1.74,To see her coronation be perform'd.,KING HENRY VI
76,1.1.75,"Brave peers of England, pillars of the state,",GLOUCESTER
77,1.1.76,"To you Duke Humphrey must unload his grief,",GLOUCESTER
78,1.1.77,"Your grief, the common grief of all the land.",GLOUCESTER
79,1.1.78,"What! did my brother Henry spend his youth,",GLOUCESTER
80,1.1.79,"His valour, coin and people, in the wars?",GLOUCESTER
81,1.1.80,"Did he so often lodge in open field,",GLOUCESTER
82,1.1.81,"In winter's cold and summer's parching heat,",GLOUCESTER
83,1.1.82,"To conquer France, his true inheritance?",GLOUCESTER
84,1.1.83,"And did my brother Bedford toil his wits,",GLOUCESTER
85,1.1.84,To keep by policy what Henry got?,GLOUCESTER
86,1.1.85,"Have you yourselves, Somerset, Buckingham,",GLOUCESTER
87,1.1.86,"Brave York, Salisbury, and victorious Warwick,",GLOUCESTER
88,1.1.87,Received deep scars in France and Normandy?,GLOUCESTER
89,1.1.88,"Or hath mine uncle Beaufort and myself,",GLOUCESTER
90,1.1.89,"With all the learned council of the realm,",GLOUCESTER
91,1.1.90,"Studied so long, sat in the council-house",GLOUCESTER
92,1.1.91,"Early and late, debating to and fro",GLOUCESTER
93,1.1.92,"How France and Frenchmen might be kept in awe,",GLOUCESTER
94,1.1.93,And had his highness in his infancy,GLOUCESTER
95,1.1.94,Crowned in Paris in despite of foes?,GLOUCESTER
96,1.1.95,And shall these labours and these honours die?,GLOUCESTER
97,1.1.96,"Shall Henry's conquest, Bedford's vigilance,",GLOUCESTER
98,1.1.97,Your deeds of war and all our counsel die?,GLOUCESTER
99,1.1.98,"O peers of England, shameful is this league!",GLOUCESTER
100,1.1.99,"Fatal this marriage, cancelling your fame,",GLOUCESTER
101,1.1.100,"Blotting your names from books of memory,",GLOUCESTER
102,1.1.101,"Razing the characters of your renown,",GLOUCESTER
103,1.1.102,"Defacing monuments of conquer'd France,",GLOUCESTER
104,1.1.103,"Undoing all, as all had never been!",GLOUCESTER
105,1.1.104,"Nephew, what means this passionate discourse,",CARDINAL
106,1.1.105,This peroration with such circumstance?,CARDINAL
107,1.1.106,"For France, 'tis ours; and we will keep it still.",CARDINAL
108,1.1.107,"Ay, uncle, we will keep it, if we can;",GLOUCESTER
109,1.1.108,But now it is impossible we should:,GLOUCESTER
110,1.1.109,"Suffolk, the new-made duke that rules the roast,",GLOUCESTER
111,1.1.110,Hath given the duchy of Anjou and Maine,GLOUCESTER
112,1.1.111,"Unto the poor King Reignier, whose large style",GLOUCESTER
113,1.1.112,Agrees not with the leanness of his purse.,GLOUCESTER
114,1.1.113,"Now, by the death of Him that died for all,",SALISBURY
115,1.1.114,These counties were the keys of Normandy.,SALISBURY
116,1.1.115,"But wherefore weeps Warwick, my valiant son?",SALISBURY
117,1.1.116,For grief that they are past recovery:,WARWICK
118,1.1.117,"For, were there hope to conquer them again,",WARWICK
119,1.1.118,"My sword should shed hot blood, mine eyes no tears.",WARWICK
120,1.1.119,Anjou and Maine! myself did win them both;,WARWICK
121,1.1.120,Those provinces these arms of mine did conquer:,WARWICK
122,1.1.121,"And are the cities, that I got with wounds,",WARWICK
123,1.1.122,Delivered up again with peaceful words?,WARWICK
124,1.1.123,Mort Dieu!,WARWICK
125,1.1.124,"For Suffolk's duke, may he be suffocate,",YORK
126,1.1.125,That dims the honour of this warlike isle!,YORK
127,1.1.126,"France should have torn and rent my very heart,",YORK
128,1.1.127,Before I would have yielded to this league.,YORK
129,1.1.128,I never read but England's kings have had,YORK
130,1.1.129,Large sums of gold and dowries with their wives:,YORK
131,1.1.130,"And our King Henry gives away his own,",YORK
132,1.1.131,To match with her that brings no vantages.,YORK
133,1.1.132,"A proper jest, and never heard before,",GLOUCESTER
134,1.1.133,That Suffolk should demand a whole fifteenth,GLOUCESTER
135,1.1.134,For costs and charges in transporting her!,GLOUCESTER
136,1.1.135,She should have stayed in France and starved,GLOUCESTER
137,1.1.136,"in France, Before--",GLOUCESTER
138,1.1.137,"My Lord of Gloucester, now ye grow too hot:",CARDINAL
139,1.1.138,It was the pleasure of my lord the King.,CARDINAL
140,1.1.139,"My Lord of Winchester, I know your mind;",GLOUCESTER
141,1.1.140,"'Tis not my speeches that you do mislike,",GLOUCESTER
142,1.1.141,But 'tis my presence that doth trouble ye.,GLOUCESTER
143,1.1.142,"Rancour will out: proud prelate, in thy face",GLOUCESTER
144,1.1.143,"I see thy fury: if I longer stay,",GLOUCESTER
145,1.1.144,We shall begin our ancient bickerings.,GLOUCESTER
146,1.1.145,"Lordings, farewell; and say, when I am gone,",GLOUCESTER
147,1.1.146,I prophesied France will be lost ere long.,GLOUCESTER
148,1.1.147,"So, there goes our protector in a rage.",CARDINAL
149,1.1.148,"'Tis known to you he is mine enemy,",CARDINAL
150,1.1.149,"Nay, more, an enemy unto you all,",CARDINAL
151,1.1.150,"And no great friend, I fear me, to the king.",CARDINAL
152,1.1.151,"Consider, lords, he is the next of blood,",CARDINAL
153,1.1.152,And heir apparent to the English crown:,CARDINAL
154,1.1.153,"Had Henry got an empire by his marriage,",CARDINAL
155,1.1.154,"And all the wealthy kingdoms of the west,",CARDINAL
156,1.1.155,There's reason he should be displeased at it.,CARDINAL
157,1.1.156,"Look to it, lords! let not his smoothing words",CARDINAL
158,1.1.157,Bewitch your hearts; be wise and circumspect.,CARDINAL
159,1.1.158,"What though the common people favour him,",CARDINAL
160,1.1.159,"Calling him 'Humphrey, the good Duke of",CARDINAL
161,1.1.160,"Gloucester,'",CARDINAL
162,1.1.161,"Clapping their hands, and crying with loud voice,",CARDINAL
163,1.1.162,'Jesu maintain your royal excellence!',CARDINAL
164,1.1.163,With 'God preserve the good Duke Humphrey!',CARDINAL
165,1.1.164,"I fear me, lords, for all this flattering gloss,",CARDINAL
166,1.1.165,He will be found a dangerous protector.,CARDINAL
167,1.1.166,"Why should he, then, protect our sovereign,",BUCKINGHAM
168,1.1.167,He being of age to govern of himself?,BUCKINGHAM
169,1.1.168,"Cousin of Somerset, join you with me,",BUCKINGHAM
170,1.1.169,"And all together, with the Duke of Suffolk,",BUCKINGHAM
171,1.1.170,We'll quickly hoise Duke Humphrey from his seat.,BUCKINGHAM
172,1.1.171,This weighty business will not brook delay:,CARDINAL
173,1.1.172,I'll to the Duke of Suffolk presently.,CARDINAL
174,1.1.173,"Cousin of Buckingham, though Humphrey's pride",SOMERSET
175,1.1.174,"And greatness of his place be grief to us,",SOMERSET
176,1.1.175,Yet let us watch the haughty cardinal:,SOMERSET
177,1.1.176,His insolence is more intolerable,SOMERSET
178,1.1.177,Than all the princes in the land beside:,SOMERSET
179,1.1.178,"If Gloucester be displaced, he'll be protector.",SOMERSET
180,1.1.179,"Or thou or I, Somerset, will be protector,",BUCKINGHAM
181,1.1.180,Despite Duke Humphrey or the cardinal.,BUCKINGHAM
182,1.1.181,"Pride went before, ambition follows him.",SALISBURY
183,1.1.182,"While these do labour for their own preferment,",SALISBURY
184,1.1.183,Behoves it us to labour for the realm.,SALISBURY
185,1.1.184,I never saw but Humphrey Duke of Gloucester,SALISBURY
186,1.1.185,Did bear him like a noble gentleman.,SALISBURY
187,1.1.186,"Oft have I seen the haughty cardinal,",SALISBURY
188,1.1.187,"More like a soldier than a man o' the church,",SALISBURY
189,1.1.188,"As stout and proud as he were lord of all,",SALISBURY
190,1.1.189,Swear like a ruffian and demean himself,SALISBURY
191,1.1.190,Unlike the ruler of a commonweal.,SALISBURY
192,1.1.191,"Warwick, my son, the comfort of my age,",SALISBURY
193,1.1.192,"Thy deeds, thy plainness and thy housekeeping,",SALISBURY
194,1.1.193,"Hath won the greatest favour of the commons,",SALISBURY
195,1.1.194,Excepting none but good Duke Humphrey:,SALISBURY
196,1.1.195,"And, brother York, thy acts in Ireland,",SALISBURY
197,1.1.196,"In bringing them to civil discipline,",SALISBURY
198,1.1.197,"Thy late exploits done in the heart of France,",SALISBURY
199,1.1.198,"When thou wert regent for our sovereign,",SALISBURY
200,1.1.199,Have made thee fear'd and honour'd of the people:,SALISBURY
201,1.1.200,"Join we together, for the public good,",SALISBURY
202,1.1.201,"In what we can, to bridle and suppress",SALISBURY
203,1.1.202,"The pride of Suffolk and the cardinal,",SALISBURY
204,1.1.203,With Somerset's and Buckingham's ambition;,SALISBURY
205,1.1.204,"And, as we may, cherish Duke Humphrey's deeds,",SALISBURY
206,1.1.205,While they do tend the profit of the land.,SALISBURY
207,1.1.206,"So God help Warwick, as he loves the land,",WARWICK
208,1.1.207,And common profit of his country!,WARWICK
209,1.1.208,"[Aside]  And so says York, for he hath greatest cause.",YORK
210,1.1.209,"Then let's make haste away, and look unto the main.",SALISBURY
211,1.1.210,"Unto the main! O father, Maine is lost;",WARWICK
212,1.1.211,"That Maine which by main force Warwick did win,",WARWICK
213,1.1.212,And would have kept so long as breath did last!,WARWICK
214,1.1.213,"Main chance, father, you meant; but I meant Maine,",WARWICK
215,1.1.214,"Which I will win from France, or else be slain,",WARWICK
216,1.1.215,Anjou and Maine are given to the French;,YORK
217,1.1.216,Paris is lost; the state of Normandy,YORK
218,1.1.217,"Stands on a tickle point, now they are gone:",YORK
219,1.1.218,"Suffolk concluded on the articles,",YORK
220,1.1.219,"The peers agreed, and Henry was well pleased",YORK
221,1.1.220,To change two dukedoms for a duke's fair daughter.,YORK
222,1.1.221,I cannot blame them all: what is't to them?,YORK
