,LineNos,Lines,Speakers
0,/Shakespeare,Shakespeare homepage,
1,/1henryvi/,"Henry VI, part 1",
2,1.1.1,"Hung be the heavens with black, yield day to night!",BEDFORD
3,1.1.2,"Comets, importing change of times and states,",BEDFORD
4,1.1.3,"Brandish your crystal tresses in the sky,",BEDFORD
5,1.1.4,And with them scourge the bad revolting stars,BEDFORD
6,1.1.5,That have consented unto Henry's death!,BEDFORD
7,1.1.6,"King Henry the Fifth, too famous to live long!",BEDFORD
8,1.1.7,England ne'er lost a king of so much worth.,BEDFORD
9,1.1.8,England ne'er had a king until his time.,GLOUCESTER
10,1.1.9,"Virtue he had, deserving to command:",GLOUCESTER
11,1.1.10,His brandish'd sword did blind men with his beams:,GLOUCESTER
12,1.1.11,His arms spread wider than a dragon's wings;,GLOUCESTER
13,1.1.12,"His sparking eyes, replete with wrathful fire,",GLOUCESTER
14,1.1.13,More dazzled and drove back his enemies,GLOUCESTER
15,1.1.14,Than mid-day sun fierce bent against their faces.,GLOUCESTER
16,1.1.15,What should I say? his deeds exceed all speech:,GLOUCESTER
17,1.1.16,He ne'er lift up his hand but conquered.,GLOUCESTER
18,1.1.17,We mourn in black: why mourn we not in blood?,EXETER
19,1.1.18,Henry is dead and never shall revive:,EXETER
20,1.1.19,"Upon a wooden coffin we attend,",EXETER
21,1.1.20,And death's dishonourable victory,EXETER
22,1.1.21,"We with our stately presence glorify,",EXETER
23,1.1.22,Like captives bound to a triumphant car.,EXETER
24,1.1.23,What! shall we curse the planets of mishap,EXETER
25,1.1.24,That plotted thus our glory's overthrow?,EXETER
26,1.1.25,Or shall we think the subtle-witted French,EXETER
27,1.1.26,"Conjurers and sorcerers, that afraid of him",EXETER
28,1.1.27,By magic verses have contrived his end?,EXETER
29,1.1.28,BISHOP,EXETER
30,1.1.29,He was a king bless'd of the King of kings.,OF WINCHESTER
31,1.1.30,Unto the French the dreadful judgement-day,OF WINCHESTER
32,1.1.31,So dreadful will not be as was his sight.,OF WINCHESTER
33,1.1.32,The battles of the Lord of hosts he fought:,OF WINCHESTER
34,1.1.33,The church's prayers made him so prosperous.,OF WINCHESTER
35,1.1.34,"The church! where is it? Had not churchmen pray'd,",GLOUCESTER
36,1.1.35,His thread of life had not so soon decay'd:,GLOUCESTER
37,1.1.36,"None do you like but an effeminate prince,",GLOUCESTER
38,1.1.37,"Whom, like a school-boy, you may over-awe.",GLOUCESTER
39,1.1.38,BISHOP,GLOUCESTER
40,1.1.39,"Gloucester, whate'er we like, thou art protector",OF WINCHESTER
41,1.1.40,And lookest to command the prince and realm.,OF WINCHESTER
42,1.1.41,"Thy wife is proud; she holdeth thee in awe,",OF WINCHESTER
43,1.1.42,More than God or religious churchmen may.,OF WINCHESTER
44,1.1.43,"Name not religion, for thou lovest the flesh,",GLOUCESTER
45,1.1.44,And ne'er throughout the year to church thou go'st,GLOUCESTER
46,1.1.45,Except it be to pray against thy foes.,GLOUCESTER
47,1.1.46,"Cease, cease these jars and rest your minds in peace:",BEDFORD
48,1.1.47,"Let's to the altar: heralds, wait on us:",BEDFORD
49,1.1.48,"Instead of gold, we'll offer up our arms:",BEDFORD
50,1.1.49,Since arms avail not now that Henry's dead.,BEDFORD
51,1.1.50,"Posterity, await for wretched years,",BEDFORD
52,1.1.51,"When at their mothers' moist eyes babes shall suck,",BEDFORD
53,1.1.52,"Our isle be made a nourish of salt tears,",BEDFORD
54,1.1.53,And none but women left to wail the dead.,BEDFORD
55,1.1.54,"Henry the Fifth, thy ghost I invocate:",BEDFORD
56,1.1.55,"Prosper this realm, keep it from civil broils,",BEDFORD
57,1.1.56,Combat with adverse planets in the heavens!,BEDFORD
58,1.1.57,A far more glorious star thy soul will make,BEDFORD
59,1.1.58,Than Julius Caesar or bright--,BEDFORD
60,1.1.59,"My honourable lords, health to you all!",Messenger
61,1.1.60,"Sad tidings bring I to you out of France,",Messenger
62,1.1.61,"Of loss, of slaughter and discomfiture:",Messenger
63,1.1.62,"Guienne, Champagne, Rheims, Orleans,",Messenger
64,1.1.63,"Paris, Guysors, Poictiers, are all quite lost.",Messenger
65,1.1.64,"What say'st thou, man, before dead Henry's corse?",BEDFORD
66,1.1.65,"Speak softly, or the loss of those great towns",BEDFORD
67,1.1.66,Will make him burst his lead and rise from death.,BEDFORD
68,1.1.67,Is Paris lost? is Rouen yielded up?,GLOUCESTER
69,1.1.68,"If Henry were recall'd to life again,",GLOUCESTER
70,1.1.69,These news would cause him once more yield the ghost.,GLOUCESTER
71,1.1.70,How were they lost? what treachery was used?,EXETER
72,1.1.71,No treachery; but want of men and money.,Messenger
73,1.1.72,"Amongst the soldiers this is muttered,",Messenger
74,1.1.73,"That here you maintain several factions,",Messenger
75,1.1.74,"And whilst a field should be dispatch'd and fought,",Messenger
76,1.1.75,You are disputing of your generals:,Messenger
77,1.1.76,One would have lingering wars with little cost;,Messenger
78,1.1.77,"Another would fly swift, but wanteth wings;",Messenger
79,1.1.78,"A third thinks, without expense at all,",Messenger
80,1.1.79,By guileful fair words peace may be obtain'd.,Messenger
81,1.1.80,"Awake, awake, English nobility!",Messenger
82,1.1.81,Let not sloth dim your horrors new-begot:,Messenger
83,1.1.82,Cropp'd are the flower-de-luces in your arms;,Messenger
84,1.1.83,Of England's coat one half is cut away.,Messenger
85,1.1.84,"Were our tears wanting to this funeral,",EXETER
86,1.1.85,These tidings would call forth their flowing tides.,EXETER
87,1.1.86,Me they concern; Regent I am of France.,BEDFORD
88,1.1.87,Give me my steeled coat. I'll fight for France.,BEDFORD
89,1.1.88,Away with these disgraceful wailing robes!,BEDFORD
90,1.1.89,"Wounds will I lend the French instead of eyes,",BEDFORD
91,1.1.90,To weep their intermissive miseries.,BEDFORD
92,1.1.91,"Lords, view these letters full of bad mischance.",Messenger
93,1.1.92,"France is revolted from the English quite,",Messenger
94,1.1.93,Except some petty towns of no import:,Messenger
95,1.1.94,The Dauphin Charles is crowned king of Rheims;,Messenger
96,1.1.95,The Bastard of Orleans with him is join'd;,Messenger
97,1.1.96,"Reignier, Duke of Anjou, doth take his part;",Messenger
98,1.1.97,The Duke of Alencon flieth to his side.,Messenger
99,1.1.98,The Dauphin crowned king! all fly to him!,EXETER
100,1.1.99,"O, whither shall we fly from this reproach?",EXETER
101,1.1.100,"We will not fly, but to our enemies' throats.",GLOUCESTER
102,1.1.101,"Bedford, if thou be slack, I'll fight it out.",GLOUCESTER
103,1.1.102,"Gloucester, why doubt'st thou of my forwardness?",BEDFORD
104,1.1.103,"An army have I muster'd in my thoughts,",BEDFORD
105,1.1.104,Wherewith already France is overrun.,BEDFORD
106,1.1.105,"My gracious lords, to add to your laments,",Messenger
107,1.1.106,"Wherewith you now bedew King Henry's hearse,",Messenger
108,1.1.107,I must inform you of a dismal fight,Messenger
109,1.1.108,Betwixt the stout Lord Talbot and the French.,Messenger
110,1.1.109,BISHOP,Messenger
111,1.1.110,What! wherein Talbot overcame? is't so?,OF WINCHESTER
112,1.1.111,"O, no; wherein Lord Talbot was o'erthrown:",Messenger
113,1.1.112,The circumstance I'll tell you more at large.,Messenger
114,1.1.113,"The tenth of August last this dreadful lord,",Messenger
115,1.1.114,"Retiring from the siege of Orleans,",Messenger
116,1.1.115,Having full scarce six thousand in his troop.,Messenger
117,1.1.116,By three and twenty thousand of the French,Messenger
118,1.1.117,Was round encompassed and set upon.,Messenger
119,1.1.118,No leisure had he to enrank his men;,Messenger
120,1.1.119,He wanted pikes to set before his archers;,Messenger
121,1.1.120,Instead whereof sharp stakes pluck'd out of hedges,Messenger
122,1.1.121,"They pitched in the ground confusedly,",Messenger
123,1.1.122,To keep the horsemen off from breaking in.,Messenger
124,1.1.123,More than three hours the fight continued;,Messenger
125,1.1.124,Where valiant Talbot above human thought,Messenger
126,1.1.125,Enacted wonders with his sword and lance:,Messenger
127,1.1.126,"Hundreds he sent to hell, and none durst stand him;",Messenger
128,1.1.127,"Here, there, and every where, enraged he flew:",Messenger
129,1.1.128,"The French exclaim'd, the devil was in arms;",Messenger
130,1.1.129,All the whole army stood agazed on him:,Messenger
131,1.1.130,His soldiers spying his undaunted spirit,Messenger
132,1.1.131,A Talbot! a Talbot! cried out amain,Messenger
133,1.1.132,And rush'd into the bowels of the battle.,Messenger
134,1.1.133,"Here had the conquest fully been seal'd up,",Messenger
135,1.1.134,If Sir John Fastolfe had not play'd the coward:,Messenger
136,1.1.135,"He, being in the vaward, placed behind",Messenger
137,1.1.136,"With purpose to relieve and follow them,",Messenger
138,1.1.137,"Cowardly fled, not having struck one stroke.",Messenger
139,1.1.138,Hence grew the general wreck and massacre;,Messenger
140,1.1.139,Enclosed were they with their enemies:,Messenger
141,1.1.140,"A base Walloon, to win the Dauphin's grace,",Messenger
142,1.1.141,"Thrust Talbot with a spear into the back,",Messenger
143,1.1.142,Whom all France with their chief assembled strength,Messenger
144,1.1.143,Durst not presume to look once in the face.,Messenger
145,1.1.144,"Is Talbot slain? then I will slay myself,",BEDFORD
146,1.1.145,"For living idly here in pomp and ease,",BEDFORD
147,1.1.146,"Whilst such a worthy leader, wanting aid,",BEDFORD
148,1.1.147,Unto his dastard foemen is betray'd.,BEDFORD
149,1.1.148,"O no, he lives; but is took prisoner,",Messenger
150,1.1.149,And Lord Scales with him and Lord Hungerford:,Messenger
151,1.1.150,Most of the rest slaughter'd or took likewise.,Messenger
152,1.1.151,His ransom there is none but I shall pay:,BEDFORD
153,1.1.152,I'll hale the Dauphin headlong from his throne:,BEDFORD
154,1.1.153,His crown shall be the ransom of my friend;,BEDFORD
155,1.1.154,Four of their lords I'll change for one of ours.,BEDFORD
156,1.1.155,"Farewell, my masters; to my task will I;",BEDFORD
157,1.1.156,"Bonfires in France forthwith I am to make,",BEDFORD
158,1.1.157,To keep our great Saint George's feast withal:,BEDFORD
159,1.1.158,"Ten thousand soldiers with me I will take,",BEDFORD
160,1.1.159,Whose bloody deeds shall make all Europe quake.,BEDFORD
161,1.1.160,So you had need; for Orleans is besieged;,Messenger
162,1.1.161,The English army is grown weak and faint:,Messenger
163,1.1.162,"The Earl of Salisbury craveth supply,",Messenger
164,1.1.163,"And hardly keeps his men from mutiny,",Messenger
