,LineNos,Lines,Speakers
0,/Shakespeare,Shakespeare homepage,
1,/2henryiv/,"Henry IV, part 2",
2,0.0.1,Open your ears; for which of you will stop,RUMOUR
3,0.0.2,The vent of hearing when loud Rumour speaks?,RUMOUR
4,0.0.3,"I, from the orient to the drooping west,",RUMOUR
5,0.0.4,"Making the wind my post-horse, still unfold",RUMOUR
6,0.0.5,The acts commenced on this ball of earth:,RUMOUR
7,0.0.6,"Upon my tongues continual slanders ride,",RUMOUR
8,0.0.7,"The which in every language I pronounce,",RUMOUR
9,0.0.8,Stuffing the ears of men with false reports.,RUMOUR
10,0.0.9,"I speak of peace, while covert enmity",RUMOUR
11,0.0.10,Under the smile of safety wounds the world:,RUMOUR
12,0.0.11,"And who but Rumour, who but only I,",RUMOUR
13,0.0.12,"Make fearful musters and prepared defence,",RUMOUR
14,0.0.13,"Whiles the big year, swoln with some other grief,",RUMOUR
15,0.0.14,"Is thought with child by the stern tyrant war,",RUMOUR
16,0.0.15,And no such matter? Rumour is a pipe,RUMOUR
17,0.0.16,"Blown by surmises, jealousies, conjectures",RUMOUR
18,0.0.17,And of so easy and so plain a stop,RUMOUR
19,0.0.18,"That the blunt monster with uncounted heads,",RUMOUR
20,0.0.19,"The still-discordant wavering multitude,",RUMOUR
21,0.0.20,Can play upon it. But what need I thus,RUMOUR
22,0.0.21,My well-known body to anatomize,RUMOUR
23,0.0.22,Among my household? Why is Rumour here?,RUMOUR
24,0.0.23,I run before King Harry's victory;,RUMOUR
25,0.0.24,Who in a bloody field by Shrewsbury,RUMOUR
26,0.0.25,"Hath beaten down young Hotspur and his troops,",RUMOUR
27,0.0.26,Quenching the flame of bold rebellion,RUMOUR
28,0.0.27,Even with the rebel's blood. But what mean I,RUMOUR
29,0.0.28,To speak so true at first? my office is,RUMOUR
30,0.0.29,To noise abroad that Harry Monmouth fell,RUMOUR
31,0.0.30,"Under the wrath of noble Hotspur's sword,",RUMOUR
32,0.0.31,And that the king before the Douglas' rage,RUMOUR
33,0.0.32,Stoop'd his anointed head as low as death.,RUMOUR
34,0.0.33,This have I rumour'd through the peasant towns,RUMOUR
35,0.0.34,Between that royal field of Shrewsbury,RUMOUR
36,0.0.35,"And this worm-eaten hold of ragged stone,",RUMOUR
37,0.0.36,"Where Hotspur's father, old Northumberland,",RUMOUR
38,0.0.37,"Lies crafty-sick: the posts come tiring on,",RUMOUR
39,0.0.38,And not a man of them brings other news,RUMOUR
40,0.0.39,Than they have learn'd of me: from Rumour's tongues,RUMOUR
41,0.0.40,"They bring smooth comforts false, worse than",RUMOUR
42,0.0.41,true wrongs.,RUMOUR
43,1.1.1,"Who keeps the gate here, ho?",LORD BARDOLPH
44,1.1.2,Where is the earl?,LORD BARDOLPH
45,1.1.3,What shall I say you are?,Porter
46,1.1.4,Tell thou the earl,LORD BARDOLPH
47,1.1.5,That the Lord Bardolph doth attend him here.,LORD BARDOLPH
48,1.1.6,His lordship is walk'd forth into the orchard;,Porter
49,1.1.7,"Please it your honour, knock but at the gate,",Porter
50,1.1.8,And he himself wilt answer.,Porter
51,1.1.9,Here comes the earl.,LORD BARDOLPH
52,1.1.10,"What news, Lord Bardolph? every minute now",NORTHUMBERLAND
53,1.1.11,Should be the father of some stratagem:,NORTHUMBERLAND
54,1.1.12,"The times are wild: contention, like a horse",NORTHUMBERLAND
55,1.1.13,"Full of high feeding, madly hath broke loose",NORTHUMBERLAND
56,1.1.14,And bears down all before him.,NORTHUMBERLAND
57,1.1.15,"Noble earl,",LORD BARDOLPH
58,1.1.16,I bring you certain news from Shrewsbury.,LORD BARDOLPH
59,1.1.17,"Good, an God will!",NORTHUMBERLAND
60,1.1.18,                  As good as heart can wish:,LORD BARDOLPH
61,1.1.19,The king is almost wounded to the death;,LORD BARDOLPH
62,1.1.20,"And, in the fortune of my lord your son,",LORD BARDOLPH
63,1.1.21,Prince Harry slain outright; and both the Blunts,LORD BARDOLPH
64,1.1.22,Kill'd by the hand of Douglas; young Prince John,LORD BARDOLPH
65,1.1.23,And Westmoreland and Stafford fled the field;,LORD BARDOLPH
66,1.1.24,"And Harry Monmouth's brawn, the hulk Sir John,",LORD BARDOLPH
67,1.1.25,"Is prisoner to your son: O, such a day,",LORD BARDOLPH
68,1.1.26,"So fought, so follow'd and so fairly won,",LORD BARDOLPH
69,1.1.27,"Came not till now to dignify the times,",LORD BARDOLPH
70,1.1.28,Since Caesar's fortunes!,LORD BARDOLPH
